a,z,H_km_s_Mpc,Omega_A,Omega_Bfoam,Omega_clustering,w_dark,w_eff,D,f
0.00011050183107177965,9048.623796282807,62179128.1063641,0.23206508875534504,8.011125578736911e-13,0.27499589382546563,-3.4521028654831387e-12,0.2416680353904433,0.00026500931848645235,0.9337966926296498
0.00011135393996118493,8979.373755509449,61296035.85019547,0.23335974934228385,8.243621024583155e-13,0.27653005972126254,-3.5325805104729436e-12,0.24115664675848,0.0002669124977431704,0.9293214132566275
0.00011221261968794542,8910.65363379736,60425842.285282,0.23465886244594325,8.482763711616054e-13,0.27806950182562656,-3.6149343021465917e-12,0.24064349939032673,0.00026882018632716135,0.9249263893106354
0.00011307792092152807,8842.459376070094,59568355.29952385,0.23596241254855171,8.728740391156533e-13,0.27961420175008106,-3.699207978443691e-12,0.24012859941547585,0.0002707324514432726,0.9206102001797231
0.00011394989472212632,8774.786958281622,58723385.675516926,0.2372703837634514,8.981742955968857e-13,0.28116414066902085,-3.785446296950941e-12,0.23961195310912883,0.00027264936089061483,0.9163714612239763
0.00011482859254367144,8707.632387179015,57890747.046678804,0.23858275983427715,9.241968578581014e-13,0.28271929931873985,-3.873695058672642e-12,0.2390935668925211,0.00027457098306635886,0.9122088226057659
0.00011571406623687046,8640.991700066676,57070255.85403821,0.23989952413419585,9.509619853233123e-13,0.2842796579965292,-3.964001132355686e-12,0.23857344733322233,0.0002764973869695464,0.9081209681644448
0.0001166063680522641,8574.860964572625,56261731.3036846,0.24122065966519424,9.784904941544496e-13,0.28584519655983365,-4.0564124793812884e-12,0.2380516011454174,0.000278428642204927,0.9041066143335024
0.00011750555064331143,8509.236278416362,55464995.3248614,0.24254614905742836,1.0068037721996094e-12,0.28741589442548054,-4.15097817923733e-12,0.2375280351901641,0.00028036481898680834,0.9001645090983491
0.00011841166706949636,8444.113769178633,54679872.5286982,0.24387597456862503,1.0359237943323994e-12,0.28899173056897043,-4.247748455584324e-12,0.23700275647562866,0.00028230598814293396,0.8962934309929402
0.00011932477079945786,8379.48959407298,53906190.16757006,0.24521011808354085,1.0658731381924083e-12,0.29057268352383636,-4.346774702929028e-12,0.2364757721573001,0.0002842522211183742,0.8924921881335849
0.00012024491571414658,8315.359939718865,53143778.09507268,0.2465485611134817,1.0966750003370748e-12,0.29215873138107423,-4.4481095139201304e-12,0.2359470895381797,0.0002862035899794443,0.8887596172883218
0.00012117215611000261,8251.721021916777,52392468.72660853,0.24789128479587563,1.128353212815239e-12,0.29374985178863655,-4.551806707279917e-12,0.23541671606895004,0.0002881601674176395,0.8850945829803659
0.00012210654670216113,8188.569085424813,51652097.00056917,0.2492382698939101,1.1609322601733191e-12,0.29534602195100285,-4.657921356387484e-12,0.23488465934811778,0.0002901220267535904,0.8814959766241757
0.0001230481426276794,8125.900403737198,50922500.340110175,0.2505894967962229,1.1944372969048565e-12,0.2969472186288133,-4.766509818527903e-12,0.23435092712213634,0.0002920892419410449,0.8779627156927529
0.00012399699944879165,8063.711278864296,50203518.615504555,0.25194494551665786,1.2288941653549168e-12,0.2985534181385791,-4.877629764823647e-12,0.2338155272855018,0.0002940618875708643,0.8744937429148949
0.0001249531731561874,8001.99804111443,49494994.10706968,0.2533045956940793,1.2643294140906984e-12,0.300164596352463,-4.991340210863533e-12,0.23327846788082654,0.00029604003887504887,0.8710880255011292
0.00012591672017231442,7940.757048877391,48796771.468657814,0.25466842659224587,1.3007703167502221e-12,0.3017807286981293,-5.1077015480457044e-12,0.2327397570988892,0.0002980237717307779,0.8677445543971651
0.00012688769735470985,7879.984688409446,48108697.691699654,0.2560364170997508,1.338244891381313e-12,0.3034017901586731,-5.2267755756515816e-12,0.23219940327865796,0.0003000131626644786,0.8644623435637158
0.00012786616199935346,7819.67737362021,47430622.069796644,0.25740854573001876,1.3767819202830615e-12,0.30502775527261716,-5.348625533667116e-12,0.23165741490729191,0.00030200828885591324,0.8612404292816221
0.00012885217184405037,7759.831545860932,46762396.163848855,0.25878479062137083,1.416410970362742e-12,0.30665859813398844,-5.473316136369648e-12,0.23111380062011525,0.0003040092281422889,0.8580778694812575
0.00012984578507183636,7700.443673714602,46103873.76771504,0.260165129537149,1.4571624140209479e-12,0.3082942923924655,-5.600913606697311e-12,0.23056856920056862,0.00030601605902239444,0.8549737430952195
0.00013084706031441263,7641.510252787478,45454910.87439234,0.2615495398659074,1.4990674505785425e-12,0.30993481125360517,-5.731485711420102e-12,0.23002172958013287,0.00030802886066075405,0.8519271494333923
0.00013185605665560506,7583.0278055023355,44815365.64271123,0.26293799862166617,1.542158128258903e-12,0.31158012747914365,-5.865101797130603e-12,0.2294732908382292,0.0003100477128918116,0.8489372075794739
