product_id,source_figure,evidence_level,z,beta_mean,beta_68_low,beta_68_high,beta_95_low,beta_95_high,digitization_sigma
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.1300000000000001,0.3661971830985915,-0.16498993963782693,0.647887323943662,-0.5110663983903421,0.7283702213279679,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.1400000000000001,0.14084507042253525,-0.17303822937625757,0.4668008048289738,-0.4788732394366195,0.7283702213279679,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.1500000000000001,0.14084507042253525,-0.17303822937625757,0.4627766599597585,-0.4788732394366195,0.7686116700201207,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.16,0.14084507042253525,-0.17303822937625757,0.4627766599597585,-0.4788732394366195,0.7847082494969819,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.17,0.14084507042253525,-0.17303822937625757,0.4627766599597585,-0.4788732394366195,0.7927565392354126,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.18,0.1569416498993963,-0.14889336016096566,0.47484909456740443,-0.47082494969818933,0.800804828973843,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.19,0.18913480885311862,-0.13279678068410483,0.4949698189134808,-0.4627766599597587,0.8169014084507042,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.2,0.24547283702213285,-0.1247484909456742,0.7525150905432596,-0.4466800804828974,0.8249496981891349,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.21,0.24547283702213285,-0.08450704225352101,0.7525150905432596,-0.4386317907444668,0.8329979879275653,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.22,0.24547283702213285,-0.08450704225352101,0.7525150905432596,-0.43058350100603615,0.8329979879275653,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.23,0.23742454728370221,-0.08450704225352101,0.5593561368209254,-0.39839034205231405,0.8329979879275653,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.24,0.22937625754527158,-0.09255533199195165,0.5593561368209254,-0.39839034205231405,0.8732394366197183,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.25,0.22937625754527158,-0.09255533199195165,0.5593561368209254,-0.39839034205231405,0.8893360160965795,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.26,0.22937625754527158,-0.09255533199195165,0.5593561368209254,-0.39839034205231405,0.8973843058350102,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.27,0.24547283702213285,-0.06841046277665974,0.5674044265593561,-0.3903420523138834,0.9054325955734406,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.28,0.26961770623742454,-0.05231388329979891,0.591549295774648,-0.3822937625754528,0.9134808853118712,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.29,0.5633802816901408,-0.03621730382293764,0.8651911468812876,-0.3661971830985915,0.9295774647887325,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.3,0.5835010060362174,-0.02012072434607637,0.8812877263581489,-0.35814889336016087,0.9295774647887325,0.035
