# w(z) comparison over z_desi grid
z,w_QFUDS_tanh,w_DESI_CPL
0.7046218487394957,0.41920095408467506,0.000334547815897681,0.12834172584388487,0.8713237263402175
0.7126050420168067,0.4033018867924527,0.0003211809795321643,0.12460982317012596,0.8750689958503418
0.7205882352941176,0.3877551020408163,0.00030845035307831115,0.12101132316029821,0.8786802264866235
0.7285714285714285,0.37254901960784315,0.0002963215784031237,0.11754089276657236,0.8821627856550244
0.7365546218487395,0.3576725613234455,0.0002847623211347062,0.1141934131583,0.8855218245205652
0.7445378151260504,0.3431151241534989,0.00027374214563393514,0.1109639730210239,0.8887622848333421
0.7525210084033613,0.3288665549972083,0.00026323239766503866,0.10784786174923497,0.8918889058531
0.7605042016806722,0.3149171270718232,0.00025320609433701635,0.10484056258986917,0.8949062313157937
0.7684873949579831,0.3012575177692729,0.00024363782090247704,0.10193774578478475,0.8978186163943127
0.7764705882352941,0.28787878787878785,0.0002345036340163504,0.09913526175279441,0.9006302346131891
0.784453781512605,0.2747723620782003,0.00022578097107359295,0.09642913434512373,0.9033450846838026
0.7924369747899159,0.261930010604454,0.0002174485652621364,0.09381555420231126,0.9059669972324266
0.8004201680672269,0.2493438320209973,0.0002094863659846579,0.09129087223547103,0.9084996413985442
0.8084033613445378,0.2370062370062369,0.0002018754643200472,0.08885159325040509,0.9109465312852748
0.8163865546218487,0.224909933093155,0.0001945980232125582,0.0864943697292158,0.9133110322475717
0.8243697478991596,0.21304791029561687,0.00018763721209341466,0.08421599578075022,0.9155963670071564
0.8323529411764705,0.20141342756183755,0.00018097714565598635,0.08201340126835172,0.9178056215859923
0.8403361344537815,0.18999999999999995,0.0001746028265214896,0.07988364612094294,0.9199417510525355
0.8483193277310924,0.178801386825161,0.0001685000915474349,0.0778239148313692,0.9220075850770834
0.8563025210084033,0.167811579980373,0.0001626555615457024,0.07583151114415,0.9240058332943043
0.8642857142857143,0.15702479338842967,0.00015705659419115015,0.07390385293328008,0.9259390904725288
0.8722689075630252,0.1464354527938343,0.00015169123991503304,0.07203846726945294,0.9278098414906321
0.8802521008403361,0.13603818615751795,0.00014654820059022822,0.07023298567502277,0.9296204661243871
0.888235294117647,0.1258278145695364,0.00014161679082733407,0.0684851395641467,0.9313732436450258
0.8962184873949579,0.11579934364744493,0.0001368869017121301,0.06679275586483054,0.9330703572334574
0.9042016806722689,0.10594795539033464,0.00013234896682568593,0.06515375281902396,0.9347138982141504
0.9121848739495798,0.09626900046061726,0.0001279939303985908,0.06356613595645047,0.9363058701131509
0.9201680672268907,0.08675799086757996,0.0001238132174603688,0.06202799423749848,0.9378481925450413
0.9281512605042017,0.0774105930285196,0.0001197987058541748,0.060537496360232194,0.9393427049339137
0.9361344537815126,0.06822262118491929,0.00011594269999534279,0.05909288722638451,0.9407911700736202
0.9441176470588235,0.05919003115264809,0.0001122379062603222,0.05769248456106561,0.9421952775326741
0.9521008403361344,0.05030891438658425,0.00010867740990000252,0.05633467568084444,0.9435566469092557
0.9600840336134453,0.04157549234135671,0.00010525465337842124,0.05501791440483162,0.94487683094179
0.9680672268907563,0.03298611111111116,0.00010196341604439877,0.05374071810340077,0.946157318480555
0.9760504201680672,0.02453723633232885,9.879779504977383e-05,0.05250166487922785,0.9473995373257225
0.9840336134453781,0.016225448334756587,9.575218743363994e-05,0.0512993908753952,0.948604856937171
0.9920168067226891,0.008047437526471857,9.282127329734307e-05,0.05013258770539833,0.9497745910213045
1.0,0.0,9.000000000000002e-05,0.04900000000000001,0.95091
