# S8 summary table
model,D_ratio,sigma8,S8,dS8_vs_LCDM
ΛCDM,1.0,0.81,0.8300030120427276,0.0
CP1 hand-tanh V2,0.8120011570422638,0.6577209372042337,0.6739634061272588,-0.15603960591546884
CP3 density-driven,0.8155979847354194,0.6606343676356898,0.6769487839463767,-0.15305422809635094

# fsigma8(z) curves
z,ΛCDM,CP1 hand-tanh V2,CP3 density-driven
0.25512327253088607,0.46995141616520647,0.38137038285298996,0.38309025048993955
0.2561740240977588,0.47003380934314276,0.3814370111927028,0.38315721054233326
0.25722653645411797,0.4701156692865744,0.38150320604074656,0.38322373525331566
0.25828081402962133,0.47019699437445084,0.3815689660800232,0.3832898232990902
0.2593368612687965,0.4702777829843187,0.3816342899933546,0.38335547335478487
0.26039468263110543,0.4703580334923321,0.3816991764623012,0.3834206840944582
0.26145428259100534,0.4704377442732672,0.3817636241671781,0.3834854541911049
0.26251566563801254,0.47051691370053245,0.3818276317870693,0.38354978231666204
0.2635788362767668,0.47059554014618243,0.3818911979998442,0.3836136671420151
0.2646437990270931,0.4706736219809296,0.38195432148217157,0.38367710733700516
0.26571055842406777,0.4707511575741578,0.3820170009095359,0.3837401015704349
0.2667791190180815,0.4708281452939351,0.38207923495625185,0.38380264851007617
0.26784948537490383,0.47090458350702596,0.38214102229548,0.3838647468226768
0.2689216620757493,0.4709804705789053,0.38220236159924204,0.38392639517396826
0.26999565371734247,0.4710558048737719,0.3822632515384358,0.38398759222867296
0.2710714649119832,0.47113058475456104,0.38232369078285106,0.3840483366505125
0.27214910028761263,0.4712048085829593,0.3823836780011842,0.38410862710221555
0.27322856448788024,0.47127847471941703,0.38244321186105407,0.3841684622455257
0.27430986217220954,0.4713515815231629,0.38250229102901695,0.38422784074121047
0.27539299801586625,0.4714241273522179,0.38256091417058197,0.3842867612490695
0.27647797671002494,0.4714961105634092,0.3826190799502264,0.38434522242794406
0.2775648029618367,0.47156752951238506,0.3826767870314112,0.38440322293466556
0.27865348149449787,0.47163838255362817,0.38273403407659595,0.3844607614234172
0.27974401704731733,0.47170866804095585,0.38279081974725454,0.3845178365504893
0.28083641437578666,0.471778384333497,0.3828471427038902,0.38457444697141324
0.2819306782516484,0.4718475297837895,0.3829030016060513,0.3846305913407829
0.28302681346296543,0.47191610274081647,0.3829583951123462,0.3846862683122657
0.28412482481419166,0.4719841015525251,0.3830133218804585,0.3847414765386138
0.285224717126241,0.47205152456584015,0.3830677805671635,0.3847962146716749
0.28632649523655873,0.4721183701266774,0.38312176982834223,0.3848504813624048
0.28743016399919274,0.472184636579958,0.3831752883189977,0.3849042752608783
0.2885357282848635,0.4722503222696215,0.38322833469326056,0.384957595016301
0.28964319298103747,0.4723154255386405,0.38328090759555894,0.38501043927702205
0.29075256299199714,0.4723799447290346,0.383333005671949,0.3850628066905457
0.29186384323891557,0.4724438781818851,0.3833846275760289,0.3851146959035442
0.2929770386599271,0.47250722423734887,0.3834357719604827,0.3851661055618699
0.2940921542102024,0.4725699812346732,0.3834864374770977,0.3852170343105689
0.29520919486202013,0.47263214751221166,0.38353662277678385,0.3852674807938925
0.2963281656048422,0.47269372140743704,0.3835863265095914,0.38531744365531195
0.2974490714453877,0.47275470125695823,0.3836355473247293,0.38536692153753077
0.2985719174077075,0.4728150853965347,0.3836842838705835,0.38541591308249834
0.2996967085332589,0.4728748721610917,0.3837325347947352,0.38546441693142386
0.3008234498809821,0.47293405988473664,0.38378029874397906,0.3855124317247899
0.3019521465273749,0.4729926469007736,0.38382757436434134,0.385559956102366
0.3030828035665698,0.47305063154171995,0.38387436030109884,0.3856069887032239
0.3042154261104102,0.47310801213932235,0.38392065519879576,0.3856535281657507
0.3053500192885277,0.47316478702457243,0.38396645770126375,0.385699573127664
0.3064865882484189,0.47322095452772334,0.3840117664516385,0.3857451222260262
0.3076251381555246,0.47327651297830603,0.3840565800923784,0.38579017409725963
0.30876567419330625,0.4733314607051457,0.38410089726528374,0.3858347273771614
0.3099082015633261,0.47338579603637904,0.38414471661151345,0.38587878070091836
