a,D_over_a_LCDM,D_over_a_V2,fsig8_LCDM,fsig8_V2
0.041479739869934966,0.9055319032670274,0.7948870904789569,0.04262814793177599,0.03582140249126714
0.041979489744872436,0.9054819315137203,0.7944386586470469,0.043141540498459544,0.03623435404901974
0.0424792396198099,0.9054330875513558,0.7939962281280959,0.04365492530646889,0.036647094756416664
0.04297898949474737,0.9053853311769852,0.7935596446759178,0.04416830086546293,0.03705962612598678
0.04347873936968484,0.9053386240508476,0.7931287598719449,0.04468166786769961,0.03747195144233278
0.043978489244622304,0.9052929294127178,0.7927034306894873,0.045195026657333465,0.03788407363998143
0.044478239119559775,0.9052482122395948,0.792283519439353,0.04570837543070631,0.038295993798516656
0.044977988994497245,0.9052044390910059,0.7918688934639585,0.04622171513471747,0.03870771524892694
0.045477738869434715,0.9051615778165957,0.791459424726237,0.04673504580003189,0.03911924050277094
0.045977488744372186,0.9051195977963654,0.7910549898536814,0.0472483656408896,0.039530570502250985
0.04647723861930965,0.9050784696900064,0.7906554697799226,0.04776167627888252,0.03994170899220813
0.04697698849424712,0.9050381652630138,0.7902607494589085,0.04827497651082878,0.040352657308552475
0.04747673836918459,0.9049986576515181,0.7898707179532547,0.04878826552203553,0.04076341706791207
0.047976488244122054,0.9049599209346006,0.7894852679508224,0.0493015449893216,0.041173991924750616
0.048476238119059524,0.9049219302916892,0.7891042957769162,0.049814812387509816,0.041584381982571826
0.048975987993996994,0.9048846619921157,0.7887277012722438,0.050328069153941044,0.041994590612548656
0.049475737868934465,0.9048480930554448,0.7883553874021171,0.050841314517045905,0.04240461930317188
0.049975487743871935,0.9048122016338718,0.787987260473492,0.051354547427328666,0.04281446927364924
0.0504752376188094,0.9047769665412561,0.7876232296453712,0.05186776958890391,0.04322414400193213
0.05097498749374687,0.904742367513806,0.787263207054163,0.052380978204159975,0.04363364317901113
0.05147473736868434,0.9047083850647294,0.7869071076050078,0.05289417561162664,0.044042970740024154
0.0519744872436218,0.9046750003378438,0.7865548487667292,0.05340735939131572,0.044452126624379217
0.052474237118559273,0.9046421953685687,0.7862063507098663,0.05392053068763858,0.04486111370613111
0.052973986993496744,0.9046099526230745,0.7858615358477966,0.05443368871339118,0.04526993322087473
0.053473736868434214,0.9045782554646995,0.785520329152891,0.0549468328739887,0.04567858653400911
0.053973486743371685,0.9045470876141656,0.7851826576392098,0.055459964032218576,0.04608707619322661
0.05447323661830915,0.9045164336010069,0.7848484506724878,0.05597308014774239,0.046495402304902816
0.05497298649324662,0.9044862783176741,0.784517639537363,0.05648618324481571,0.04690356832444099
0.05547273636818409,0.904456607339014,0.7841901576433462,0.05699927039328723,0.04731157356601832
0.05597248624312155,0.9044274066339091,0.7838659402286589,0.05751234423886779,0.047719421946388424
0.05647223611805902,0.9043986627320638,0.7835449244445071,0.05802540142781761,0.04812711237856987
0.05697198599299649,0.9043703625792939,0.783227049183241,0.058538444858883716,0.04853464893743088
0.057471735867933964,0.9043424935885711,0.7829122550712204,0.05905147102347958,0.04894203036103676
0.057971485742871434,0.9043150435881996,0.7826004843785253,0.059564482907997165,0.04934926074786603
0.0584712356178089,0.9042880008130288,0.7822916809664073,0.06007747693164998,0.04975633873235545
0.05897098549274637,0.9042613538860387,0.7819857902287192,0.06059045613543522,0.05016326841183056
0.05947073536768384,0.9042350918106263,0.7816827590440397,0.061103416887941006,0.05057004833750533
0.0599704852426213,0.9042092039249521,0.7813825356981708,0.06161636224751981,0.05097668257719211
0.06047023511755877,0.9041836799528393,0.7810850698881834,0.062129288610408236,0.05138316966597899
0.06096998499249624,0.9041585098752121,0.7807903125796057,0.06264219889742406,0.051789513516429395
0.06146973486743371,0.9041336840921957,0.7804982161054823,0.06315508978479588,0.05219571285822464
0.061969484742371184,0.9041091931656617,0.7802087339200133,0.06366796369956387,0.05260177115663258
0.06246923461730865,0.9040850281257534,0.7799218208196732,0.06418081804916372,0.05300768771040267
0.06296898449224611,0.9040611800682197,0.7796374325796732,0.06469365422867578,0.05341346509560531
0.06346873436718359,0.9040376405983095,0.7793555262909042,0.0652064709664741,0.05381910366810984
0.06396848424212105,0.9040144013202853,0.7790760599099876,0.06571926805247216,0.054224604644623316
0.06446823411705853,0.9039914543447859,0.7787989926506813,0.06623204602614594,0.05462996984306068
0.06496798399199599,0.9039687917818737,0.7785242845392755,0.06674480276018831,0.055035198866667495
0.06546773386693346,0.9039464061646797,0.7782518967387929,0.06725754063668975,0.05544029502140113
0.06596748374187093,0.9039242901203431,0.7779817912532948,0.06777025603778541,0.05584525665214495
0.0664672336168084,0.9039024365268937,0.7777139310338843,0.06828295217076327,0.05625008771439934
0.06696698349174587,0.9038808385235848,0.7774482799646611,0.0687956255042437,0.05665478659677016
0.06746673336668334,0.9038594892990198,0.777184802666583,0.06930827801465236,0.057059356211746584
0.0679664832416208,0.903838382446261,0.7769234647690387,0.06982090836605631,0.057463796729533986
0.06846623311655828,0.9038175114970778,0.7766642325063231,0.07033351568430618,0.05786810868879895
0.06896598299149574,0.9037968703834757,0.7764070730781955,0.07084610170505903,0.05827229476186162
0.0694657328664332,0.9037764530513827,0.7761519543133254,0.07135866295914627,0.05867635332735727
0.06996548274137068,0.9037562536569118,0.7758988448128536,0.07187120262901274,0.05908028822236156
0.07046523261630815,0.9037362665893361,0.7756477139518986,0.07238371743849234,0.05948409796100159
